LoanAccount,Max_OverdueAmount,Total_Paid,Total_Scheduled,Min_Outstanding,Has_Early_Overdue
LCCFE83E515B4043A64345A85B062230F,0.0,15177.0,15177.0,0.0,0
LCD0254094780C75C0BC7634901AC6A4B,15150.0,2250.0,17400.0,15150.0,1
LCD058AC0207AD45DC3485E1025E9C393,2047.0,10000.0,12047.0,1983.0,1
LCD08604AAF0048D21F0C381886CA5B07,0.0,10406.0,10406.0,0.0,0
LCD0BEC6B5B8B78AAA9739C0DDF7874D1,0.0,16646.0,16646.0,0.0,0
LCD0D415FCC3393AA94383C9AC0966C80,17400.0,0.0,17400.0,17400.0,1
LCD0DAC26B07CB89010B0C0FA1607D2FA,0.0,23241.0,23241.0,0.0,0
LCD0F90D45CF73F2C535B25988A08CB23,0.0,41070.0,41070.0,0.0,0
LCD104F6E91485B27D6211BD367F2DDB9,0.0,19351.0,19351.0,0.0,0
LCD10E1695CDAE073D83F3061EA76A303,0.0,17387.0,17387.0,0.0,0
LCD11269C5A5EE0CDB26A4E37C46A20F2,9816.0,24516.0,24516.0,0.0,1
LCD134EB37A3E588D3DDC418728907434,0.0,43923.0,43923.0,0.0,0
LCD15570D8E1ACAE071B91C492A100372,0.0,19654.0,19654.0,0.0,0
LCD15EC98EE03D985F3150012BA52020D,16080.0,6300.0,22380.0,14579.0,1
LCD1B6F07505CF8C6D96B4B2CBD7E7ED4,0.0,40817.0,40817.0,0.0,0
LCD1F1ED4E9E97813DDB1719B40EA411A,0.0,14044.0,14044.0,0.0,0
LCD210BD3A6D318B6E5B15CC12E59A535,0.0,11763.0,11763.0,0.0,0
LCD280F45E2DADF373A87716CDD19171B,600.0,14001.0,14001.0,0.0,1
LCD298088C622B37121CE0FDA727FA9E1,0.0,34584.0,34584.0,0.0,0
LCD299CC91944056E7FD50F289D98FEB1,0.0,14134.0,14134.0,0.0,0
LCD2A58E6A9973D73C2F4A717CA935A5C,0.0,43360.0,43360.0,0.0,0
LCD2DF8B204C110AF8B729F631DFD24A9,0.0,58324.0,58324.0,0.0,0
LCD3154C93C6379AEE50601FEA2A37B53,40662.0,17150.0,57812.0,39596.0,1
LCD393151AEA66FBEE28D6CC4483E9A7D,4775.0,9575.0,9575.0,0.0,1
LCD399D148E13C7704855263EEFC2BBE7,0.0,33253.0,33253.0,0.0,0
LCD3A50A4EC0D87859B942286DB02FA25,0.0,46555.0,46555.0,0.0,0
LCD3A75914D57BBC504618925A1E8F2E2,0.0,11676.0,11676.0,0.0,0
LCD3DFB1458330DE297D566BD1510BF77,0.0,11761.0,11761.0,0.0,0
LCD42C60C8E4DC0C9A0269840C5422087,0.0,11839.0,11839.0,0.0,0
LCD42E51CFB5624E67E59B120F6DFCBCE,0.0,17168.0,17168.0,0.0,0
LCD444E5EE3B519C34D3E8FEAF6F77F82,20694.0,25693.5,25694.0,0.5,1
LCD496F03CE59D8967270E437C425F4C8,0.0,10460.0,10460.0,0.0,0
LCD49E408BC2CEDEEADF4B38A2D733716,0.0,35161.0,35161.0,0.0,0
LCD4A84F8F4019154BD4322912A5DF512,0.0,8142.0,8142.0,0.0,0
LCD4CE5551A5889602B5D4BC00376759A,0.0,11607.0,11607.0,0.0,0
LCD4D08C425F115A07D9C4407B415C072,0.0,40477.0,40477.0,0.0,0
LCD4DA2DA86151FCEFF36B4568AB0CCBF,0.0,11419.0,11419.0,0.0,0
LCD4DD6F0FEE6A46CBBD64655025ADF64,0.0,34144.0,34144.0,0.0,0
LCD4F62E441296CFFD031367686EB2CA9,40600.0,0.0,40600.0,40600.0,1
LCD548DA6F280D0EF24201DB617DD1703,1637.0,8000.0,9637.0,1587.0,1
LCD552E4CF3015804F408C21893B7A806,0.0,79730.0,79730.0,0.0,0
LCD579A835B27D171EC171163632F57CA,0.0,9354.0,9354.0,0.0,0
LCD58F480F71AC3CFCEBC2C18B462968A,13295.0,4500.0,17795.0,12935.0,1
LCD5A0755A4EE12B93ADFEB50F5B45C45,4528.0,7500.0,12028.0,4319.0,1
LCD5A9A513D9C51A3C8AD7A17FEED18B1,0.0,11710.0,11710.0,0.0,0
LCD5CB5590FE112370C14C13795AFE1FA,0.0,15152.0,15152.0,0.0,0
LCD5D3B92B5B48F0156DAECE33D2520DB,14400.0,3000.0,17400.0,14400.0,1
LCD5E89CC6A17BF337A398A85FC342A6A,8838.0,3000.0,11838.0,8600.0,1
LCD662481A793A4D8F379F2EFCDB0DB16,11710.0,6000.0,17710.0,11400.0,1
LCD69A915BD4547CEA19B337882ADF009,0.0,18076.0,18076.0,0.0,0
LCD6AB9C30386A16F4D603749CF010F5B,0.0,14380.0,14380.0,0.0,0
LCD6E2DCE68FC1DDCEED634FCCF949E99,0.0,11781.0,11781.0,0.0,0
LCD6FF5B6806B5EEACE04491ED06EB09A,0.0,11720.0,11720.0,0.0,0
LCD70FD6EB8074C84C1688F08467F49C1,33515.0,7000.0,40515.0,33515.0,1
LCD76DE77BDC153C0A7C31528BBFE4294,17725.0,6000.0,23725.0,17242.0,1
LCD7B2D929F7A83666C43A14F54A6CF21,22748.0,6250.0,28998.0,22748.0,1
LCD7BDA25CFB0BBBB29242D9736DA6619,10898.0,1000.0,11898.0,10600.0,1
LCD7C760F36ED43773030D12966F8744E,0.0,56214.0,56214.0,0.0,0
LCD7F5E17EE2D9848DEDBD604F13E6712,0.0,26399.0,26399.0,0.0,0
LCD885A5EDC71FA70197BB90AE0C50060,0.0,9134.0,9134.0,0.0,0
LCD9009581B9ED2BAC13E98446BB00DAE,0.0,11419.0,11419.0,0.0,0
LCD92D1181E54231DA7F6D822339A5934,0.0,35483.0,35483.0,0.0,0
LCD92E46C1A1508F3B2AD8BC28BF868E2,0.0,17647.0,17647.0,0.0,0
LCD93A9FAB3F825E010A18F4CE1560F23,0.0,31319.0,31319.0,0.0,0
LCD95C78C51882F85D90902B642B8DA5A,0.0,11623.0,11623.0,0.0,0
LCD96FD8C0FFDE582D42955E6C202DF7E,9930.0,2000.0,11930.0,9600.0,1
LCD9ABE4D704A5C0DCBF80FDB6D9F9FA3,600.0,13870.0,13870.0,0.0,1
LCD9C07AD09DC3469C681018EE97963E7,0.0,44485.0,44485.0,0.0,0
LCD9C3084D6B00E17F149D2D968C64AB0,0.0,35345.0,35345.0,0.0,0
LCDA6FA310E45EE3C3D48D4E35E99BC83,0.0,14080.0,14080.0,0.0,0
LCDA8CECC4F9FD90734B981E01C4A4A05,0.0,58451.0,58451.0,0.0,0
LCDA94678D0EB5BB90AB185EE481B92B2,0.0,13770.0,13770.0,0.0,0
LCDA9CF63DE535D6DB75A7289D6708474,0.0,24519.0,24519.0,0.0,0
LCDAA554F4811FF61159DBBD592205921,0.0,11442.0,11442.0,0.0,0
LCDAE1845B416AE35037F87103990983D,0.0,13889.0,13889.0,0.0,0
LCDAE58CFE582CCA12E26B5360C68264C,2863.0,9000.0,11863.0,2789.0,1
LCDB54C6962332EB9E0157BCFB1D08E6C,0.0,13981.0,13981.0,0.0,0
LCDB5FA22827F809109E841780F16774E,0.0,11662.0,11662.0,0.0,0
LCDBA6B290BBDD62BF4D24F0197211D59,11400.0,6000.0,17400.0,11400.0,1
LCDBAE076990CD620464D777DB07A1CC5,0.0,34197.0,34197.0,0.0,0
LCDBAFA743B53DCC99718E4F3F18A1551,0.0,44073.0,44073.0,0.0,0
LCDBCB34336B45849B1F176AB78667762,0.0,45942.0,45942.0,0.0,0
LCDBD373B3B6B05AACA69A354B24393AE,0.0,11435.0,11435.0,0.0,0
LCDBD38AFFC646D1B036407903754BE09,0.0,17457.0,17457.0,0.0,0
LCDBD8762A1BBED321C6027B7C0135C45,5061.0,10911.0,10911.0,0.0,1
LCDBEC5693CD3FF3F10E98979EED1B4C8,0.0,57642.0,57642.0,0.0,0
LCDC50629E6A5BD97C9FEE3CA045AC24C,9196.0,14000.0,23196.0,9196.0,1
LCDC76E4E505237DDA9216772E4F6B00D,0.0,46687.0,46687.0,0.0,0
LCDC86DABC9D7954F3F2A56099C52F741,10142.0,8250.0,18392.0,9150.0,1
LCDCA23760C4289841539BB0F7559E7C3,0.0,11609.0,11609.0,0.0,0
LCDCB1EF5ED9058FE7801B7222D5919BC,15539.0,700.0,16239.0,15539.0,1
LCDCE58EA4AF8C35E5266E0801B832FB9,500.0,11768.0,11768.0,0.0,1
LCDD1269E281A0DCBD673999B0D528687,0.0,18757.0,18757.0,0.0,0
LCDD2EAF1EB1A6A8C8301378944524D12,0.0,16442.0,16442.0,0.0,0
LCDD6A9E5EDEA1408F86582CD96214CE6,8227.0,21727.0,21727.0,0.0,1
LCDD6B0FA6A53929F7FAD2AA47BE6319A,0.0,11687.0,11687.0,0.0,0
LCDD747D867535935FA7D95E4F1A3DCA6,0.0,39967.0,39967.0,0.0,0
LCDD7A83C33AC2E6FF4EFAF8396BE75C9,0.0,56437.0,56437.0,0.0,0
LCDDC525D8DD69DC3F5AF88AD866D82B4,0.0,5624.0,5624.0,0.0,0
LCDDD8D4FD73062EC92C3854982F79CF7,0.0,11693.0,11693.0,0.0,0
LCDDE483536F09ECE3D19DFF9B4C6EA08,0.0,45058.0,45058.0,0.0,0
LCDE144F52CEA2743B7E2DAF424CBCD27,6109.0,5500.0,11609.0,6102.0,1
LCDE32136499E41BCEB956424CFF7E52A,0.0,28853.0,28853.0,0.0,0
LCDE5B0E84C68F79521F3DC527A8CA398,0.0,41540.0,41540.0,0.0,0
LCDE6F7E6CBF58A48DB7A73AA3FE2B057,23769.0,19250.0,43019.0,21539.0,1
LCDEA0C5DCDB55CBBA7D4548DA2E6977A,0.0,9298.0,9298.0,0.0,0
LCDEA1F3DEDFA01B85FF323D9F935B465,0.0,45765.0,45765.0,0.0,0
LCDEE09AF4604F02D0D8071D26C7F1392,0.0,35082.0,35082.0,0.0,0
LCDF1FF58233328A5786B794CB9FD7A3A,16613.0,750.0,17363.0,16613.0,1
LCDF37CE1F3B4814A71C490EBF65EAC8B,0.0,16888.0,16888.0,0.0,0
LCDF75CCDE6E3A1F1D3505FCEEBC93D14,0.0,13813.0,13813.0,0.0,0
LCDF8D3AEDE2F9FBDADC812F822BF6E4A,8074.0,3500.0,11574.0,8074.0,1
LCDFAD3ABD94CD96ABD6B49DBA9B639FB,17435.0,1600.0,19035.0,16959.0,1
LCDFBEB6CB9EC972658B344901AC301D1,0.0,40046.0,40046.0,0.0,0
LCDFDA119F0AD1DAED3FC239F45015E2A,0.0,11825.0,11825.0,0.0,0
LCDFE1D98970C449D0DEFA21A33A4073D,0.0,11727.0,11727.0,0.0,0
LCDFEA51C3558CA56F5FE70A8BDE7E4C7,0.0,22838.0,22838.0,0.0,0
LCE0AED523E94C6843097D7207EB71C5C,0.0,11906.0,11906.0,0.0,0
LCE0E7E8F19C05456C57F0BFD6D5A5A27,0.0,9214.0,9214.0,0.0,0
LCE0FE9DC9CC06225C7466BCFDCD07686,0.0,15318.0,15318.0,0.0,0
LCE104C26AF7C6533D0AE22BDB34E7610,23468.0,12000.0,35468.0,22847.0,1
LCE10BB9212DDA5588C572257C2EAA75E,0.0,11872.0,11872.0,0.0,0
LCE118CD6D99BFFF434300AC6CEEDBFEB,0.0,11873.0,11873.0,0.0,0
LCE1414BC37F315CF4033510873B32CFB,0.0,46660.0,46660.0,0.0,0
LCE16C32D38443DD7D1C400B0DD468367,0.0,10364.0,10364.0,0.0,0
LCE18CAA0834FD96E956C854DC808D8F9,0.0,11698.0,11698.0,0.0,0
LCE1A61995079DCBE8CBBD37059C6FB33,0.0,11816.0,11816.0,0.0,0
LCE1AC290095F83E98E972B399A7C8E4C,0.0,13836.0,13836.0,0.0,0
LCE1E430D80BA469791465F8964EA81D0,0.0,11796.0,11796.0,0.0,0
LCE2742941612E83C3193D8791CC6034A,0.0,50043.0,50043.0,0.0,0
LCE29FA8828B4B4E62CE3F3DC82812CC2,3619.0,14250.0,17869.0,3508.0,1
LCE2B0E089C4A2ADFAA71F097D4644716,0.0,34983.0,34983.0,0.0,0
LCE2C4BC4F3C010E84F5C7FFBD2836716,0.0,28751.0,28751.0,0.0,0
LCE2D28104B5AEADD878E04024633A088,7314.0,4500.0,11814.0,7123.0,1
LCE2EB3D2EA259CFBEDBD625DE825E5FE,41642.0,6000.0,47642.0,40494.0,1
LCE365E3B102B0BAB0B814F10A3878E2A,0.0,9254.0,9254.0,0.0,0
LCE36CE4F7853BBACC907F54BC95212CF,52201.0,0.0,52201.0,52201.0,1
LCE3AD0E7FB675214B040E0DF2BBF1D49,0.0,40638.0,40638.0,0.0,0
LCE3C68A182E33BFAC102B10980FC6DA8,0.0,9481.0,9481.0,0.0,0
LCE3D4DBD25C3430E2D6BB38547D0B800,18154.0,5000.0,23154.0,18154.0,1
LCE417ABC9ACF1AC3964EA0106605D570,0.0,29387.0,29387.0,0.0,0
LCE43E5F163503C7957A3C6630BBB3DCD,0.0,11682.0,11682.0,0.0,0
LCE46B357CD61EA3FB2C473D5D7195118,0.0,34416.0,34416.0,0.0,0
LCE4769D097B88AEF967715E1E064156E,9893.0,2000.0,11893.0,9623.0,1
LCE48F3F46757D31F1C7D18CF70205AFA,0.0,12799.0,12799.0,0.0,0
LCE4A45A8BF9D555D9651ACABE740E81E,0.0,17543.0,17543.0,0.0,0
LCE4B86EBEECEBDC2DCBEF86DD1622FA2,0.0,17255.0,17255.0,0.0,0
LCE4C5606644C6AF7269B0F430B72B258,4739.0,19000.0,23739.0,4621.0,1
LCE4DC5CF8EDF33D549C3D37E6135F748,0.0,17377.0,17377.0,0.0,0
LCE503B001947E578671D1A6353B8A4AB,12726.0,31450.0,44176.0,12085.0,1
LCE54554295D53D6145AB4C95C8580C3E,0.0,36845.0,36845.0,0.0,0
LCE56BC924554BBD1637A299D0127B159,0.0,11510.0,11510.0,0.0,0
LCE579FC2638DB15318BEF501C257D0F3,0.0,11809.0,11809.0,0.0,0
LCE5831A25EE12395FE90FCB9C309E9A3,750.0,17939.0,17939.0,0.0,1
LCE58CD6E6C772961A8A717B6B736EC13,0.0,35675.0,35675.0,0.0,0
LCE5C8BC4EA1B45F6DFA894E3B3E7BE8E,0.0,11745.0,11745.0,0.0,0
LCE5F231811E61CF39B53949527953644,0.0,23876.0,23876.0,0.0,0
LCE60AF6356C081E08EF2629DF58FC874,0.0,52758.0,52758.0,0.0,0
LCE620ABD3300835292C2CABFB8FC12C8,1250.0,29454.0,29454.0,0.0,1
LCE627660FF135B0DBB41338C0525DD9E,4434.0,7500.0,11934.0,4309.0,1
LCE67DFBD61FD95B98371AC79CA1AD252,0.0,45768.0,45768.0,0.0,0
LCE6A022CE90353D4685E0336CF4F9449,14989.0,4000.0,18989.0,14583.0,1
LCE6A173F135813DFEDA12D8649A1ED04,0.0,14062.0,14062.0,0.0,0
LCE6A825FDFEC83A7C71E87AA3E38686E,3616.0,13300.0,16916.0,3480.0,1
LCE6B9688EB4E47CA3EF9581D400455AE,10929.0,1000.0,11929.0,10623.0,1
LCE6ED4E36DBC4E28AC9B340BD307EBDA,11847.0,36000.0,47847.0,11452.0,1
LCE737329803ACCACBBCA412F418EC7DF,0.0,29498.0,29498.0,0.0,0
LCE7B6D770B1BBD31E9320C0B42392AAE,0.0,28841.0,28841.0,0.0,0
LCE7DC758ABBD0A852BF67A615C24979E,6921.0,30321.0,30321.0,0.0,1
LCE7DD948D789CFB27C6218944BF52A6C,15886.0,26250.0,42136.0,15264.0,1
LCE7FA4E3547830CAA1D309001463093A,5761.0,18961.0,18961.0,0.0,1
LCE8084D39587BA8F8AC7B8D062B3B83B,10740.0,34740.0,34740.0,0.0,1
LCE8263CAA1101C983614844D779A9B14,0.0,18638.0,18638.0,0.0,0
LCE82D6657F6D8288DE8FBFD6AA009B41,0.0,11599.0,11599.0,0.0,0
LCE85972CFC6427A83B98682C124AB6C1,0.0,21109.0,21109.0,0.0,0
LCE8651068ECFDAE63577DD6F5534E418,1897.0,7600.0,9497.0,1850.0,1
LCE8C44CC9B1840A51ABA016CBBBBA20C,0.0,17339.0,17339.0,0.0,0
LCE8F6AA464F617E3438FEF9D98EF723F,0.0,11725.0,11725.0,0.0,0
LCE8F6E7F11C4658C1B01FF514AA3BA13,16071.0,41571.0,41571.0,6901.0,1
LCE915A45E754B43B56DB268B062418FD,0.0,35229.0,35229.0,0.0,0
LCE954B4937E08C872A1DB91988D4D1AE,8855.0,17000.0,23855.0,6855.0,1
LCE9589EE5AAB430253AF63C688F60D96,0.0,54961.0,54961.0,0.0,0
LCE9BB86386A4E12846DF9E64948E8796,29884.0,29400.0,59284.0,28248.0,1
LCE9C83F30373A5F72FCD98AEDB3CA309,0.0,29739.0,29739.0,0.0,0
LCE9EFC2A5484EB9460C8B339132B4409,0.0,11608.0,11608.0,0.0,0
LCE9F0C7761C6602A043E0D49950B3C1D,10890.0,3000.0,13890.0,10890.0,1
LCEA1371E3290428EAAEC19C3D14FD7F6,0.0,11565.0,11565.0,0.0,0
LCEA40116EF33C203B6BE34AF08E7311B,0.0,11682.0,11682.0,0.0,0
LCEA44F7F352726C312E6B1C5372034EA,0.0,10380.0,10380.0,0.0,0
LCEA5076C0C7338418DFCA0EEAF2999C2,20879.0,0.0,20879.0,20879.0,1
LCEA6976553D672687EBB493B6F621AC0,0.0,10592.0,10592.0,0.0,0
LCEA804F7BBBA5E47EE7B1E56D5C2829D,22156.0,7500.0,29656.0,21555.0,1
LCEA8BD3C5E91E8C6BBB4AE74F7A21CC5,32224.0,24500.0,56724.0,32224.0,1
LCEA9711FA0F58350D36C66BD992A36E3,0.0,11683.0,11683.0,0.0,0
LCEA9A8D4D820CEFEC05759034534F0F5,5035.0,7000.0,12035.0,4764.0,1
LCEAA7E18D0541D5BDB853213FBFFD6A8,1000.0,22979.0,22979.0,0.0,1
LCEAB2E0DFEE6C8CDEB3BDB862F8FB8FA,6179.0,6000.0,12179.0,5600.0,1
LCEAC2DBE3BC45212F860035EC77E2F45,0.0,26100.0,26100.0,0.0,0
LCEAEE9F64CA864964D710F0F4EBFEA9A,13520.0,7650.0,21170.0,12190.0,1
LCEAF716DDF00837EB3300C6E04A58CC4,0.0,29221.0,29221.0,0.0,0
LCEB107B0F42B0B961B7DC9D89717A0C7,12200.0,1100.0,13300.0,10500.0,1
LCEB8E241BC40120E72F91A211EB76961,7321.0,7200.0,14521.0,6920.0,1
LCEBB755BD9089EB4287461B39427A704,11237.0,9900.0,21137.0,11071.0,1
LCEBCA1A2AFD018BD24E67EDBD70D6843,0.0,27058.0,27058.0,0.0,0
LCEC09247597DD6DE22D07F831FD67A9D,0.0,17500.0,17500.0,0.0,0
LCEC166262E37407ABB536DCE87AB1033,0.0,11805.0,11805.0,0.0,0
LCEC1DE8DC58ECB4D877B1732514EA98D,0.0,28650.0,28650.0,0.0,0
LCEC50E7B884A92ECE8FAE6CCB25788C7,2789.0,6800.0,9589.0,2690.0,1
LCEC99041DBE867BA5598586F1A33DDAF,4394.0,7500.0,11894.0,4179.0,1
LCEC9C9B035693115E5DF48D8D3EB2C52,11469.0,12000.0,23469.0,11301.0,1
LCECD052BEB91E266F220A7468B924F46,7140.0,8450.0,15590.0,6708.0,1
LCED0EF8126A235E91450595B19871B0A,0.0,11688.0,11688.0,0.0,0
LCED16512996991C96E250F8C370BDE53,6417.0,3600.0,10017.0,6417.0,1
LCED4ED3BB53B024265FA2B3CE5604199,0.0,11826.0,11826.0,0.0,0
LCED851292F8D8EA011704308E1E719B0,0.0,30552.0,30552.0,0.0,0
LCEDCE74F1DBF7D4728942C4DFDF02664,0.0,9309.0,9309.0,0.0,0
LCEDDA6A75C66F5D0CDFE0DB3CA3BC22F,9318.0,4800.0,14118.0,9183.0,1
LCEE11D960D44FF9B82B0167052D32E7B,11043.0,18693.0,18693.0,0.0,1
LCEE59B26F0294505A6CA74BFF75ED7A6,0.0,11919.0,11919.0,0.0,0
LCEE93D1A02CC38E422AA1F709EAA549D,0.0,11459.0,11459.0,0.0,0
LCEE95E2A6099F9416EDA34796FE033BF,2789.0,6800.0,9589.0,2690.0,1
LCEEAC431978C0E554AA44C25F9D37380,0.0,46226.0,46226.0,0.0,0
LCEED471733E3B0941B8EB52DD30DED02,6838.0,17000.0,23838.0,6653.0,1
LCEEF7B9E4D4A0EEDE93DC2112AA49030,3744.0,13300.0,17044.0,3600.0,1
LCEEFF5828703F08B416B7B6F58E39864,23196.0,0.0,23196.0,23196.0,1
LCEF309410699AC4041770E16A802CE99,0.0,11945.0,11945.0,0.0,0
LCEF3E70C48DC94EDAC33671D31E9C322,5063.0,10913.0,10913.0,0.0,1
LCEF4CF26AE394A94A016FC79ADC849C7,0.0,46356.0,46356.0,0.0,0
LCEF669C2FAAD249373CB84E5B99E7355,8786.0,27000.0,35786.0,8461.0,1
LCEF91124753BA3A7BE7700F96924AEFA,0.0,17617.0,17617.0,0.0,0
LCEFCDCEB50F520EAAE4F5C32BD6D1001,0.0,11779.0,11779.0,0.0,0
LCEFED9E67872D7F32F0F2F869644A9E0,9759.0,8800.0,18559.0,9759.0,1
LCF00FB57ADAD71448543A6FA6DD9F956,0.0,29806.0,29806.0,0.0,0
LCF036F8A5571EFF4CEB9B10DB4F080B2,0.0,28605.0,28605.0,0.0,0
LCF0484C6EAB292F240B4CD0C455E4883,0.0,17605.0,17605.0,0.0,0
LCF056CDBDC337C052E0C70D2B5F0BACA,0.0,11649.0,11649.0,0.0,0
LCF0579E27A2BCCC2FE3D14CBDC9362C0,0.0,11721.0,11721.0,0.0,0
LCF087B7F4E3233DBE22F2B72C5FF6221,9756.0,38000.0,47756.0,9454.0,1
LCF0A2BDEF0C832A91BF058E21E5840EB,0.0,67874.0,67874.0,0.0,0
LCF0F0E19173448095F215F7C59281430,850.0,19949.0,19949.0,0.0,1
LCF0FF8C80D64E1974D37792458BF2CCB,0.0,25544.0,25544.0,0.0,0
LCF11FBCB49852A8AD9B709D7E59EE70B,0.0,23664.0,23664.0,0.0,0
LCF12A8D40F8CA48BBA90F64F3ECE1DF3,14387.0,30637.0,30637.0,0.0,1
LCF1536F19C129B067710DA5D8C0454CD,0.0,11802.0,11802.0,0.0,0
LCF158F5C21CA6239DEB9F437A8E11FD1,0.0,16392.0,16392.0,0.0,0
LCF15D43E78863C437C26CD0D968CC858,0.0,35205.0,35205.0,0.0,0
LCF1B6C711FE4887084B6E606A0A5CCBD,0.0,28923.0,28923.0,0.0,0
LCF1D73C73E594743A105E72751B25191,11600.0,0.0,11600.0,11600.0,1
LCF1D77324A8C9EB9E96CBF04C2991BCC,10100.0,1500.0,11600.0,10100.0,1
LCF1FA7D3CFD92756B0CB97702F74663C,0.0,17637.0,17637.0,0.0,0
LCF216427A64E1EAB0768B74FAEF35D2F,0.0,11717.0,11717.0,0.0,0
LCF250093FD306585F65CD08C8311C488,0.0,26206.0,26206.0,0.0,0
LCF2687FFF8379DE943A5AD798DFDC0D7,0.0,47336.0,47336.0,0.0,0
LCF26CDCF829A35564407948BD2C8BCFD,7574.0,4000.0,11574.0,7574.0,1
LCF27D75EDD0D8A0D918417890A5422C1,0.0,17787.0,17787.0,0.0,0
LCF283ECE93040E3B8C15EE20C0F0DD03,3759.0,8000.0,11759.0,3702.0,1
LCF28B161F8EB0FE79DE7553AAAFB2469,7939.0,10339.0,10339.0,0.0,1
LCF2A8842C7A697E2075A07612F404F27,0.0,34978.0,34978.0,0.0,0
LCF2B4BBFF7FDD4814A01B5E763A3DEDE,3744.0,11744.0,11744.0,0.0,1
LCF2DACB1D0A35B607992EE7C5CB3C985,0.0,11712.0,11712.0,0.0,0
LCF2E03B6251C3C7A75508471FBA4BB33,0.0,9587.0,9587.0,0.0,0
LCF2E7A0BDA1C4D62E0367E7E91ADBF03,0.0,35236.0,35236.0,0.0,0
LCF2F2CA36BA6E489598FB661220FEA72,0.0,29494.0,29494.0,0.0,0
LCF362933341DE61F25D2AAA9463778AB,15900.0,1500.0,17400.0,15900.0,1
LCF366D1ED3DBBB764C70723E610DF330,0.0,35769.0,35769.0,0.0,0
LCF387485C94EA0FB4B3984086C503582,0.0,22443.0,22443.0,0.0,0
LCF3C460C9D15F4FC56806B06E900FAFA,0.0,17265.0,17265.0,0.0,0
LCF3C81A5751F47986C0C8BC2D2062024,0.0,11660.0,11660.0,0.0,0
LCF3CA9708251D62E69D416CDCAF4E690,0.0,35571.0,35571.0,0.0,0
LCF3DEAA0C4F8CCE5AFE2AACD2796AA32,1192.0,13200.0,14392.0,1177.0,1
LCF3F46C0E5D3C19A82DD9A79F0ED5A98,26682.0,0.0,26682.0,26682.0,1
LCF43A09D33B20C83FCB2C5EC19D7CD12,4488.0,7865.0,12353.0,4388.0,1
LCF465FBDB945E5DA67E399140C372E8C,0.0,65767.0,65767.0,0.0,0
LCF49799A8B18A04A1E9568482F597AC1,0.0,45097.0,45097.0,0.0,0
LCF4A98CE6EFD486AE909B6A0943F46EA,0.0,41602.0,41602.0,0.0,0
LCF4AB90F781DA2DC4D0E2DE917F8FAD8,426.0,11902.0,11902.0,0.0,1
LCF4B3CE9F786E8F3F8FF95556450FB11,0.0,11820.0,11820.0,0.0,0
LCF4D0EDCD8360ABB6966E38766708FAD,2304.0,7200.0,9504.0,2245.0,1
LCF4DEAFBE2A5D09BB3C1008656C8ABF6,5186.0,16200.0,21386.0,5057.0,1
LCF4EE954867DCBA5DDB2AB86F8678D00,650.0,15335.0,15335.0,0.0,1
LCF510C8730A588BD87A9F8D198AE3C5B,6752.0,5000.0,11752.0,6580.0,1
LCF516F4AB903B6AA02D2AACD0EDA435B,1174.0,10500.0,11674.0,1146.0,1
LCF517E4EF47CD49E532BA10AD8235D6F,0.0,21294.0,21294.0,0.0,0
LCF51C39669BDA7C96751A34F25582BF3,10202.0,7500.0,17702.0,9934.0,1
LCF5211E2A24F84CB5B5F7DC65718E7BC,7527.0,9927.0,9927.0,0.0,1
LCF54D566747238B56CF39338D0042A75,0.0,20225.0,20225.0,0.0,0
LCF55F2B0612F65A5B14219D6299F840F,0.0,28688.0,28688.0,0.0,0
LCF59A5AAD9E7D4E5868B8F806BD4121D,26259.0,1150.0,27409.0,25532.0,1
LCF5AD73DD873F0C112038205CBE69FAE,100.0,11594.0,11594.0,0.0,1
LCF5CE06CC361ED70A41DB367738065CE,0.0,23498.0,23498.0,0.0,0
LCF5D34621B2ED4B2F0F2825675F49129,0.0,14011.0,14011.0,0.0,0
LCF61A01CA1B750C9828036FE2070E7B2,13500.0,10000.0,23500.0,13299.0,1
LCF6227B85A7178B26200DDF8DB75CEAA,0.0,11679.0,11679.0,0.0,0
LCF64C8ADB28C6CCACE3C9F3936947581,0.0,57274.0,57274.0,0.0,0
LCF68B43921DB341C68260F8029251EFC,2884.0,9000.0,11884.0,2810.0,1
LCF6AF19BAF82E3D4C44485A48274FAC4,17901.0,0.0,17901.0,17400.0,1
LCF6EC1B9EAD5310103C1958515D08953,0.0,11720.0,11720.0,0.0,0
LCF76BC61BAF776D2557AE424CD812EBB,9354.0,2500.0,11854.0,9100.0,1
LCF78661611E3E56970E55C00D0CFFCA8,0.0,47794.0,47794.0,0.0,0
LCF7B529A314FB0087FF218FEF8BF4B4F,0.0,31528.0,31528.0,0.0,0
LCF7BD05D51E76EC3B819A32B94405BA4,9159.0,13559.0,13559.0,0.0,1
LCF7E7C1A254915C4FF0A8A35D7177B46,0.0,58531.0,58531.0,0.0,0
LCF7F561535EEB2E73FF8A3B96572E09E,0.0,15366.0,15366.0,0.0,0
LCF7F5C51679F1913BEFD0DFF44F7C8A9,0.0,17856.0,17856.0,0.0,0
LCF83FED0FFB90EC5222D180E238EF6CE,0.0,35278.0,35278.0,0.0,0
LCF84BFD1DE96732E3415E4CC9B4CB3DD,10664.0,33300.0,43964.0,10399.0,1
LCF862D48BBBE9156BB59C823FC6C1250,4489.0,7500.0,11989.0,4265.0,1
